Time,RawCO2
0.0,5.3
0.1666666666666666,5.360024009603841
0.3333333333333333,5.420048019207684
0.5,5.480072028811525
0.6666666666666666,5.540096038415367
0.8333333333333333,5.6
1.0,5.6
1.1666666666666663,5.6
1.3333333333333333,5.6
1.5,5.6
1.6666666666666663,5.593050505050506
1.8333333333333333,5.5526464646464655
2.0,5.512242424242426
2.1666666666666665,5.471838383838385
2.333333333333333,5.431434343434345
2.5,5.4
2.6666666666666665,5.4
2.833333333333333,5.4
3.0,5.4
3.1666666666666665,5.4
3.333333333333333,5.423750516315569
3.5,5.5270136307311
3.6666666666666665,5.630276745146631
3.833333333333333,5.733539859562161
4.0,5.836802973977692
4.166666666666666,5.9
4.333333333333333,5.9
4.5,5.9
4.666666666666666,5.9
4.833333333333333,5.907981220657272
5.0,6.0253521126760505
5.166666666666666,6.142723004694828
5.333333333333333,6.260093896713606
5.5,6.377464788732384
5.666666666666666,6.306869525126797
5.833333333333333,6.191609036422324
6.0,6.07634854771785
6.166666666666666,5.961088059013376
6.333333333333333,5.837333333333339
6.5,5.704000000000006
6.666666666666666,5.570666666666672
6.833333333333333,5.4373333333333385
7.0,5.304000000000006
7.166666666666666,5.25854700854701
7.333333333333333,5.215811965811969
7.5,5.173076923076926
7.666666666666666,5.130341880341884
7.833333333333333,5.106004140786747
8.0,5.12670807453416
8.166666666666666,5.147412008281572
8.333333333333332,5.168115942028984
8.5,5.188819875776397
8.666666666666666,5.219118869492933
8.833333333333332,5.260681629260181
9.0,5.302244389027429
9.166666666666666,5.343807148794676
9.333333333333332,5.385369908561925
9.5,5.428235294117642
9.666666666666666,5.471808278867097
9.833333333333332,5.515381263616551
10.0,5.558954248366007
10.166666666666666,5.6068075117370695
10.333333333333332,5.7241784037558485
10.5,5.8415492957746284
10.666666666666666,5.958920187793408
10.833333333333332,6.076291079812186
11.0,6.198811292719147
11.166666666666666,6.322634967805823
11.333333333333332,6.446458642892499
11.5,6.570282317979177
11.666666666666666,6.660031595576606
11.833333333333332,6.739020537124789
12.0,6.818009478672972
12.166666666666666,6.8969984202211565
12.333333333333332,6.850590652285576
12.5,6.799229583975356
12.666666666666666,6.747868515665135
12.833333333333332,6.686954436450873
13.0,6.495107913669099
13.166666666666666,6.303261390887322
13.333333333333332,6.111414868105548
13.5,5.919568345323773
13.666666666666666,5.800883002207524
13.833333333333332,5.690507726269335
14.0,5.580132450331145
14.166666666666666,5.469757174392955
14.333333333333332,5.392216582064302
14.5,5.37106598984772
14.666666666666666,5.349915397631137
14.833333333333332,5.328764805414555
15.0,5.307614213197973
15.166666666666666,5.3
15.333333333333332,5.3
15.5,5.3
15.666666666666666,5.3
15.833333333333332,5.3
16.0,5.3
16.166666666666664,5.3
16.333333333333332,5.3
16.5,5.3
16.666666666666664,5.307750896057343
16.833333333333332,5.3301523297491
17.0,5.352553763440857
17.166666666666664,5.374955197132613
17.333333333333332,5.397356630824369
17.5,5.4
17.666666666666664,5.4
17.833333333333332,5.4
18.0,5.4
18.166666666666664,5.422780102278002
18.33333333333333,5.469270106927002
18.5,5.515760111576003
18.666666666666664,5.562250116225004
18.83333333333333,5.604560892770495
19.0,5.628820960698685
19.166666666666664,5.653081028626875
19.33333333333333,5.677341096555066
19.5,5.705038167938918
19.666666666666664,5.781374045801512
19.83333333333333,5.857709923664109
20.0,5.934045801526705
20.166666666666664,6.003519668737056
20.33333333333333,6.02939958592132
20.5,6.055279503105585
20.666666666666664,6.0811594202898505
20.83333333333333,6.066118584952688
21.0,5.94155455904337
21.166666666666664,5.816990533134054
21.33333333333333,5.692426507224736
21.5,5.555784061696688
21.666666666666664,5.384404455869784
21.83333333333333,5.213024850042875
22.0,5.041645244215967
22.166666666666664,4.870265638389062
22.33333333333333,4.849513259483033
22.5,4.933434038267861
22.666666666666664,5.017354817052686
22.83333333333333,5.101275595837514
23.0,5.1851963746223415
23.166666666666664,5.269117153407168
23.33333333333333,5.3
23.5,5.3
23.666666666666664,5.3
23.83333333333333,5.3
24.0,5.3
24.166666666666664,5.3
24.33333333333333,5.295109873104307
24.5,5.264159702878372
24.666666666666664,5.233209532652435
24.83333333333333,5.202259362426498
25.0,5.171309192200563
25.166666666666664,5.140359021974627
25.33333333333333,5.1094088517486895
25.5,5.1
25.666666666666664,5.1
25.83333333333333,5.1
26.0,5.1
26.166666666666664,5.1
26.33333333333333,5.1
26.5,5.117959183673463
26.666666666666664,5.15197278911564
26.83333333333333,5.185986394557817
27.0,5.2199999999999935
27.166666666666664,5.254013605442171
27.33333333333333,5.288027210884348
27.5,5.3354485776805145
27.666666666666664,5.39015317286651
27.83333333333333,5.444857768052507
28.0,5.499562363238501
28.166666666666664,5.554266958424497
28.33333333333333,5.612923561859717
28.5,5.691725768321497
28.666666666666664,5.770527974783279
28.83333333333333,5.84933018124506
29.0,5.928132387706841
29.166666666666664,6.001932367149754
29.33333333333333,6.0238910847606455
29.5,6.045849802371537
29.666666666666664,6.067808519982429
29.83333333333333,6.089767237593319
30.0,6.1
30.166666666666664,6.1
30.33333333333333,6.1
30.5,6.1
30.666666666666664,6.092054263565896
30.83333333333333,6.067829457364346
31.0,6.043604651162795
31.166666666666664,6.019379844961245
31.33333333333333,6.0
31.5,6.0
31.666666666666664,6.0
31.83333333333333,6.0
32.0,6.00084388185653
32.166666666666664,6.047726207219868
32.33333333333333,6.094608532583207
32.5,6.141490857946545
32.666666666666664,6.188373183309882
32.83333333333333,6.218190614417025
33.0,6.242380261248181
33.166666666666664,6.266569908079337
33.33333333333333,6.290759554910494
33.5,6.3
33.666666666666664,6.3
33.83333333333333,6.3
34.0,6.3
34.166666666666664,6.275022956841148
34.33333333333333,6.229109274563828
34.5,6.18319559228651
34.666666666666664,6.137281910009192
34.83333333333333,6.092431561996787
35.0,6.052173913043486
35.166666666666664,6.0119162640901855
35.33333333333333,5.971658615136883
35.5,5.931400966183583
35.666666666666664,5.903892427459303
35.83333333333333,5.9215852795470605
36.0,5.939278131634817
36.16666666666666,5.956970983722573
36.33333333333333,5.97466383581033
36.5,5.992356687898086
36.66666666666666,6.019620034542307
36.83333333333333,6.054162348877369
37.0,6.088704663212429
37.16666666666666,6.123246977547488
37.33333333333333,6.157789291882549
37.5,6.19233160621761
37.66666666666666,6.186131907308382
37.83333333333333,6.168306595365423
38.0,6.150481283422463
38.16666666666666,6.132655971479505
38.33333333333333,6.114830659536546
38.5,6.09676300578035
38.66666666666666,6.077495183044319
38.83333333333333,6.0582273603082895
39.0,6.038959537572258
39.16666666666666,6.0196917148362274
39.33333333333333,6.000423892100197
39.5,5.891042780748684
39.66666666666666,5.779634581105191
39.83333333333333,5.668226381461698
40.0,5.556818181818201
40.16666666666666,5.64348462664709
40.33333333333333,5.936310395314728
40.5,6.229136163982379
40.66666666666666,6.521961932650018
40.83333333333333,6.719979612640153
41.0,6.770948012232407
41.16666666666666,6.821916411824659
41.33333333333333,6.872884811416911
41.5,6.875198728139916
41.66666666666666,6.822204557498687
41.83333333333333,6.769210386857457
42.0,6.716216216216226
42.16666666666666,6.593230769230799
42.33333333333333,6.439384615384647
42.5,6.285538461538488
42.66666666666666,6.131692307692337
42.83333333333333,6.081491841491846
43.0,6.058181818181822
43.16666666666666,6.034871794871799
43.33333333333333,6.011561771561777
43.5,6.011506849315064
43.66666666666666,6.034337899543374
43.83333333333333,6.057168949771684
